Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,"ID",Posted At,Scraped At,Short Description,External Apply Link
Administrative Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦120,000 a month",Full-time,,Total Enroll,Lagos,,https://ng.indeed.com/company/Total-Enroll/jobs/Administrative-Assistant-dd44463272d839cd?fccid=526b0b56746f7628&vjs=3,dd44463272d839cd,EmployerActive 4 days ago,2023-11-21T10:46:06.434Z,"Maintain polite and professional communication via phone, e-mail, and mail.
 Anticipate the needs of others in order to ensure their seamless and positive…",ng.indeed.com/applystart?jk=dd44463272d839cd
Administrative Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦150,000 - ₦200,000 a month",Full-time +1,,Dawson Consulting,Lagos,,https://ng.indeed.com/company/Dawson-Consulting/jobs/Administrative-Officer-7a144082280024e9?fccid=b079c51b1bce9a62&vjs=3,7a144082280024e9,EmployerActive 2 days ago,2023-11-21T10:46:06.434Z,"Preparing expense reports and office budgets.
 Managing office supplies and ordering new supplies as needed.
 Systematically filing important company documents.",ng.indeed.com/applystart?jk=7a144082280024e9
Store Manager,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦250,000 - ₦300,000 a month",Full-time,,Ascentech Services Ltd,Warri,,https://ng.indeed.com/company/Ascentech-Services-Ltd/jobs/Store-Manager-728ae5e9d880038e?fccid=f0e84bc88bd76fbe&vjs=3,728ae5e9d880038e,EmployerActive 4 days ago,2023-11-21T10:46:06.435Z,Oversee the day to day running of the stores department and ensure effective and efficient us of stock items by various stakeholders.,ng.indeed.com/applystart?jk=728ae5e9d880038e
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTBjwhuZ6kESZ4_a2nkkksRIik0Ua5HGGgKf5pJI4QWeNi_NBnizeh2a0qS4NiRHKkXq5EoHvAMOW0mRzOiYJr106FqQxAAnW6-26f0xCl8usrFaj1RGmBpR9K4iev6rKVPI5kWLALLGUWewQMBh_Jk-n_sKDSF8nvnRBJZQgnrcjG8dRTn79d3jp79Syqd75uzZuPl1tQ2EeEInlghzsL7aistImfVbJWbEkfxvxnrzaXV_EL4X_dtyF-cUgMPD5kmNceV5Qc-p5Yu0ogZNIGpHdkO7FUqvAl05Swn7Krw-VerNrpNUP79fGzWNgGdjYXiWyVYuEsHQJq-Hs1g05YAvptNQYu0ApOqsCPXaK23tI174xDNF6t80hQFb8X_tthgGnX4DEPU4v8LFswnV_wJeJJyWGDJNpF-85F9hMT5ca&xkcb=SoDQ-_M3I4nrKBSSxZ0GbzkdCdPP&p=13&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:46:06.435Z,"Quel que soit le poste, cette aventure humaine permet à chaque collaborateur d’être force de proposition dans l’amélioration du produit, mais aussi de faire…",ng.indeed.com/applystart?jk=15f75d1edc573188
Office Administrator,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦40,000 - ₦60,000 a month",Full-time,,MIKLOUS Global services limited,Port Harcourt,,https://ng.indeed.com/company/Miklous-Global-Services-Limited/jobs/Office-Administrator-326be0cfe864d6d8?fccid=4db23521904eb551&vjs=3,326be0cfe864d6d8,EmployerActive 5 days ago,2023-11-21T10:46:06.436Z,"Maintains office services by organizing office operations and procedures, preparing payroll, controlling correspondence, designing filing systems, reviewing and…",ng.indeed.com/applystart?jk=326be0cfe864d6d8
WAREHOUSE INVENTORY/STOCK COUNT (SORTING AND REARRANGEMENT),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦5,000 a day",Contract,,Prime Watermark Consulting,Lagos,,https://ng.indeed.com/company/Prime-Watermark-Consulting/jobs/Stocker-13d0e9d2c3121522?fccid=c47ed56b8e351165&vjs=3,13d0e9d2c3121522,EmployerActive 6 days ago,2023-11-21T10:46:09.393Z,Sorting and Rearrangement of the Warehouse.,ng.indeed.com/applystart?jk=13d0e9d2c3121522
Administrative Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦200,000 a month",Full-time,,ELVARIDAH,Lagos,,https://ng.indeed.com/company/OptimumFoodie/jobs/Administrative-Officer-f618b67a8d4cd77c?fccid=e5e21cd90b02cf88&vjs=3,f618b67a8d4cd77c,EmployerActive 4 days ago,2023-11-21T10:46:09.393Z,"Oversee day-to-day office operations, including maintaining office supplies, equipment, and facilities.
 Manage schedules, appointments, and meeting rooms.",ng.indeed.com/applystart?jk=f618b67a8d4cd77c
Administrative Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦120,000 - ₦150,000 a month",Full-time,,Grande Field Ltd,Lagos,,https://ng.indeed.com/company/Grande-Field-Ltd/jobs/Administrative-Assistant-26aba752daa8000a?fccid=e76dd3207396bb76&vjs=3,26aba752daa8000a,EmployerActive 3 days ago,2023-11-21T10:46:09.394Z,"Organizing top executive schedule and appointments.
 Plan meetings and drafting minutes of meetings.
 Writing and distributing emails to the appropriate…",ng.indeed.com/applystart?jk=26aba752daa8000a
Data Analyst,,,,Simplinteriors Company,Lagos,,https://ng.indeed.com/rc/clk?jk=0f7dca6debf8de2d&fccid=29807df1a6e1ee4f&vjs=3,0f7dca6debf8de2d,PostedPosted 13 days ago,2023-11-21T10:46:09.395Z,Role Summary: Head MIS will be responsible for timely designing and developing of a Reporting system along with developing strategies and specifications with…,ng.indeed.com/applystart?jk=0f7dca6debf8de2d
Laboratory Analyst,,,,International Institute of Tropical Agriculture,Ibadan,,https://ng.indeed.com/rc/clk?jk=55f0bc1ad05cbd02&fccid=30f29f6da59b20d8&vjs=3,55f0bc1ad05cbd02,PostedPosted 11 days ago,2023-11-21T10:46:09.395Z,"Carry out quality control and comprehensive physical, chemical and microbiological analysis of raw water, potable water, swimming pool water, and sewage water…",ng.indeed.com/applystart?jk=55f0bc1ad05cbd02
Store keeper,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦90,000 a month",Full-time,,Medpro Global Resources,Asaba,,https://ng.indeed.com/company/MEDPRO-GLOBAL-RESOURCES/jobs/Storekeeper-6f12efcdf1187482?fccid=6444e5635429263b&vjs=3,6f12efcdf1187482,EmployerActive 6 days ago,2023-11-21T10:46:09.396Z,"We are looking for an organized, experienced store keeper to be responsible for all stock, staff management, and planning promotional campaigns for the store.",ng.indeed.com/applystart?jk=6f12efcdf1187482
Office Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 a month",Full-time,,AUC Enterprise,Lagos,,https://ng.indeed.com/company/AUC-Enterprise/jobs/Office-Assistant-44d3761a30f14e3a?fccid=59ce5ae702fe3bdb&vjs=3,44d3761a30f14e3a,EmployerActive 4 days ago,2023-11-21T10:46:09.397Z,"Handling incoming calls and other communications..
 Greeting clients and visitors as needed..
 *Updating paperwork, maintaining documents, and word processing…",ng.indeed.com/applystart?jk=44d3761a30f14e3a
Storekeeper,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦130,000 - ₦150,000 a month",Full-time,,Omoarega Consulting Limited,Lekki,,https://ng.indeed.com/company/OMOAREGA-CONSULTING-LIMITED/jobs/Storekeeper-e785220cbbb500d2?fccid=91c7220ebe00483e&vjs=3,e785220cbbb500d2,EmployerActive 5 days ago,2023-11-21T10:46:09.397Z,"We are looking for an organized, experienced store keeper to be responsible for all stock, staff management, and planning promotional campaigns for the store.",ng.indeed.com/applystart?jk=e785220cbbb500d2
Airport cleaner,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦90,000 a month",Full-time,,DreamWorks Global Logistics,Lagos,,https://ng.indeed.com/company/DreamWorks-Global-Logistics/jobs/Cleaner-a28d73a942bb1728?fccid=2c89addeb502018e&vjs=3,a28d73a942bb1728,EmployerActive 2 days ago,2023-11-21T10:46:09.398Z,"Clean, stock and supply designated facility areas (dusting, sweeping, vacuuming, mopping, cleaning ceiling vents, restroom cleaning etc).",ng.indeed.com/applystart?jk=a28d73a942bb1728
Email Customer Support Agent (Freelance),,,,Social Discovery Group,Nigeria,,https://ng.indeed.com/rc/clk?jk=c17f3d4f973d82c8&fccid=c2bbeeeab701ed38&vjs=3,c17f3d4f973d82c8,PostedToday,2023-11-21T10:46:09.399Z,"Remote (Work From Home) Contract.
 Entertainment, Events & Sport NGN Confidential.
 As an Email Customer Support Agent, you will play a crucial role in ensuring…",ng.indeed.com/applystart?jk=c17f3d4f973d82c8
DATA ENTRY SPECIALIST,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦50,000 a month",Full-time,,HUX VENTURES,Akure,,https://ng.indeed.com/company/Hux-Ventures/jobs/Data-Entry-Clerk-ed02102eb250b3b1?fccid=b53e3803cc7a1eb8&vjs=3,ed02102eb250b3b1,EmployerActive 15 days ago,2023-11-21T10:46:09.399Z,"As a Data Entry Specialist at HUX VENTURES, your primary responsibility will be to support the efficient operation of our platforms by accurately and…",ng.indeed.com/applystart?jk=ed02102eb250b3b1
Office clerk,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦95,000 a month",Full-time,,Total Enroll,Lagos,,https://ng.indeed.com/company/Total-Enroll/jobs/Office-Clerk-27ca0cde79133958?fccid=526b0b56746f7628&vjs=3,27ca0cde79133958,EmployerActive 5 days ago,2023-11-21T10:46:09.400Z,"Help with office management and organization processes.
 Track inventory of office supplies and inform the management about any shortages.",ng.indeed.com/applystart?jk=27ca0cde79133958
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTJlkcnMj5SmaylHh7Gku0NcdtqSx68BD2yGDgUAvttpvCzEE2gc-gX2BU0kicK2H_nqCkiQBC_9J5ZXmAZAh6aF5TaWFi_ORU1PrJc3jKQxLnPxBwT9hUgKTJseUt-3mvUM_U7VtAcnqaRz-LF6P5M15MVPIe7ug4iL7KmKp4PWPU8_aZM1OjUaWicdO0gQGNDgIYx1DhCqk-SlVzS-ojTqWPWUKtoy96xnZSTjhnxvv66rjBlcm9NPElg08d1uxiyCYHSY2f3BxnKgSckbF0iMHXqUe1noCX3n_0RV8WxiuGrpxQv6kTNK66POVXiazVP2HUAmrMtWEu59lMC_HNh0zFpoYxarCtc3C8pIv322SZg_EpY8lVlYm7EU1soS9y0dzpZJTuCn3Ht84sjl-15Vlxzdbl7jl7X28iPDHwV-t&xkcb=SoBz-_M3I4nqilQHkB0GbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:46:09.401Z,"Quel que soit le poste, cette aventure humaine permet à chaque collaborateur d’être force de proposition dans l’amélioration du produit, mais aussi de faire…",ng.indeed.com/applystart?jk=15f75d1edc573188
The U.S. Mission Recruitment for Warehouse Worker,,,,The U.S. Mission,Lagos,,https://ng.indeed.com/rc/clk?jk=d13af1a3fc6de06a&fccid=2faeb69d8d82e6cd&vjs=3,d13af1a3fc6de06a,PostedPosted 12 days ago,2023-11-21T10:46:09.401Z,"Work Schedule: Full-time - 48 hours per week.
 For USEFM - FS is CC ($23,612).
 Security Clearance Required: Public Trust - Background Investigation.",ng.indeed.com/applystart?jk=d13af1a3fc6de06a
Clarizen Admin and IT support,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦400,000 - ₦600,000 a month",Full-time +2,,ADEKOJE MANAGEMENT LLC,Lagos,,https://ng.indeed.com/company/ADEKOJE-MANAGEMENT-LLC/jobs/IT-Support-62047b39b1d876b3?fccid=892976a44dbecdf8&vjs=3,62047b39b1d876b3,PostedPosted 30+ days ago,2023-11-21T10:46:09.402Z,The engineer is responsible for users’ satisfaction with IT services and also acts as a regional point of escalation for IT issues.,ng.indeed.com/applystart?jk=62047b39b1d876b3
Data Analysis (Response Surface Analysis),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦20,000 a week",Temporary,,Legacy Tech Hub,Awka,,https://ng.indeed.com/rc/clk?cmp=Legacy-Tech-Hub&ti=Data+Analysis+%28response+Surface+Analysis%29&jk=26ad340c6bae5c91&fccid=dbfec9ef24befb54&vjs=3,26ad340c6bae5c91,EmployerActive 7 days ago,2023-11-21T10:46:12.358Z,We need a good analyst for a very temporal service to take about 3days maximum to optimize a given dataset for a final year project and using Response Surface…,ng.indeed.com/applystart?jk=26ad340c6bae5c91
Travel Consultant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 - ₦100,000 a month",Full-time,,7Star TravelHouse Limited,Abuja,,https://ng.indeed.com/company/7Star-TravelHouse-Limited/jobs/Travel-Consultant-7addb8b12dd0be3a?fccid=7874d6a2b96e47ef&vjs=3,7addb8b12dd0be3a,PostedToday,2023-11-21T10:46:12.359Z,"7Star Travels is seeking an experienced and passionate Travel Consultant to join our team.
 As a Travel Consultant, you will be responsible for assisting clients…",ng.indeed.com/applystart?jk=7addb8b12dd0be3a
Account Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦120,000 a month",Part-time,,GIG Group,Lagos,,https://ng.indeed.com/company/GIG-Group/jobs/Account-Officer-afb0a995c85d46fd?fccid=ee349bcaa1736ba4&vjs=3,afb0a995c85d46fd,PostedPosted 30+ days ago,2023-11-21T10:46:12.359Z,"An Account Officer, or Account Supervisors, takes care of the financial bookkeeping and records of an organization.
 Part-time hours: 20-40 per week.",ng.indeed.com/applystart?jk=afb0a995c85d46fd
CASHIER,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦40,000 - ₦60,000 a month",Full-time,,CarePoint Hospital,Lagos,,https://ng.indeed.com/company/CarePoint-Hospital/jobs/Cashier-4b3af308bfbe2cdf?fccid=159a81520cb302c9&vjs=3,4b3af308bfbe2cdf,EmployerActive 4 days ago,2023-11-21T10:46:12.360Z,"The Cashier, is responsible for receiving and processing cash payments via debit or credit and checking transactions using a cash register or other point-of…",ng.indeed.com/applystart?jk=4b3af308bfbe2cdf
